chr,start,end,strand,name,nr reads,start region,end region,closest cg id,closest symbol
chrX,14580683,14582172,-,s33842,1,other,3' UTRs,CG10521,NetB
chrX,15783544,15783744,-,s33843,1,CDS,5' UTRs,CG9066,MSBP
chrX,16965544,16967230,-,s33844,1,CDS,CDS,CG8949,CG8949
chrX,17135711,17137481,-,s33845,1,3' UTRs,CDS,CG8915,CG8915
chrX,1785696,1786142,-,s33846,1,3' UTRs,CDS,CG11579,arm
chrX,18393545,18393605,-,s33847,1,5' UTRs,5' UTRs,CG6394,GalNAc-T2
chrX,19175977,19178098,-,s33848,1,other,CDS,CG8034,CG8034
chrX,1928989,1929182,-,s33849,1,CDS,5' UTRs,CG4376,Actn
chrX,1956624,1956773,-,s33850,1,3' UTRs,3' UTRs,CG4281,CG4281
chrX,20378836,20378961,-,s33851,1,introns,introns,CG18492,Tak1
chrX,21078514,21078698,-,s33852,1,introns,introns,CG32521,CG32521
chrX,2364792,2365198,-,s33853,1,3' UTRs,CDS,CG33950,trol
chrX,2382115,2385647,-,s33854,1,CDS,CDS,CG33950,trol
chrX,2851336,2851493,-,s33855,1,introns,introns,CG4125,rst
chrX,3992187,3992398,-,s33856,1,3' UTRs,CDS,CG6379,CG6379
chrX,4043422,4048789,-,s33857,1,CDS,CDS,CG3665,Fas2
chrX,4561626,4563170,-,s33858,1,3' UTRs,CDS,CG3000,rap
chrX,5655203,5656708,-,s33859,1,CDS,5' UTRs,CG3086,MAPk-Ak2
chrX,5764889,5765891,-,s33860,1,3' UTRs,CDS,CG3033,CG3033
chrX,6265721,6266010,-,s33861,1,3' UTRs,CDS,CG12217,PpV
chrX,6266310,6266596,-,s33862,1,CDS,CDS,CG12217,PpV
chrX,7182991,7183247,-,s33863,1,3' UTRs,CDS,CG1659,unc-119
chrX,8064802,8065000,-,s33864,1,3' UTRs,3' UTRs,CG2278,CG2278
chrX,8068857,8070353,-,s33865,1,CDS,5' UTRs,CG2272,slpr
chrX,8681644,8701102,-,s33866,1,CDS,other,CG11354,Lim1
chrX,10680197,10680560,-,s33867,1,introns,introns,CG16944,sesB
chrX,11837838,11843287,-,s33868,1,CDS,CDS,CG43368,CG15928
chrX,12580785,12581176,-,s33869,1,3' UTRs,3' UTRs,CG4013,Smr
chrX,13229992,13230218,-,s33870,1,3' UTRs,CDS,CG2033,RpS15Aa
chrX,14582900,14584076,-,s33871,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,15629855,15630438,-,s33872,1,3' UTRs,CDS,CG11678,Actr13E
chrX,1577131,1579770,-,s33873,1,CDS,5' UTRs,CG32809,CG32809
chrX,16647189,16647468,-,s33874,1,3' UTRs,3' UTRs,CG9623,if
chrX,17351248,17351402,-,s33875,1,3' UTRs,3' UTRs,FBgn0030842,CG8557-RB
chrX,17358335,17358634,-,s33876,1,5' UTRs,5' UTRs,FBgn0030842,CG8557-RB
chrX,17976260,17979338,-,s33877,1,CDS,5' UTRs,CG7536,CG7536
chrX,2019560,2025759,-,s33878,1,other,5' UTRs,CG18412,ph-p
chrX,2364687,2364887,-,s33879,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2384490,2385647,-,s33880,1,CDS,CDS,CG33950,trol
chrX,2497507,2497868,-,s33881,1,CDS,5' UTRs,CG8590,Klp3A
chrX,3849752,3849957,-,s33882,1,3' UTRs,CDS,CG6450,lva
chrX,4035805,4037784,-,s33883,1,CDS,CDS,CG3665,Fas2
chrX,4043422,4097519,-,s33884,1,CDS,5' UTRs,CG3665,Fas2
chrX,7939987,7941455,-,s33885,1,introns,introns,CG2252,fs(1)h
chrX,8223383,8224174,-,s33886,1,CDS,other,CG2302,nAcRalpha-7E
chrX,982706,996434,-,s33887,1,5' UTRs,5' UTRs,CG3655,CG3655
chrX,10250756,10251084,-,s33888,1,other,repeats (AS),CG2221,l(1)G0289
chrX,10675167,10675334,-,s33889,1,3' UTRs,3' UTRs,CG1683,Ant2
chrX,12278878,12278967,-,s33890,1,repeats,repeats,CG15732,Ir11a
chrX,12983546,12983852,-,s33891,1,CDS,5' UTRs,CG4353,hep
chrX,14514320,14514921,-,s33892,1,introns,CDS,CG18657,NetA
chrX,14583122,14583284,-,s33893,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,15340799,15341045,-,s33894,1,3' UTRs,3' UTRs,CG9195,Scamp
chrX,15341085,15342052,-,s33895,1,3' UTRs,CDS,CG9195,Scamp
chrX,15600149,15600852,-,s33896,1,3' UTRs,3' UTRs,CG9281,CG9281
chrX,16250898,16252113,-,s33897,1,CDS,5' UTRs,CG9998,U2af50
chrX,18756214,18756398,-,s33898,1,3' UTRs,CDS,CG7326,CG7326
chrX,19584704,19584836,-,s33899,1,3' UTRs,3' UTRs,CG14228,Mer
chrX,2364792,2365103,-,s33900,1,3' UTRs,3' UTRs,CG33950,trol
chrX,3413859,3436085,-,s33901,1,CDS,other,CG32791,CG32791
chrX,7982205,7982307,-,s33902,1,3' UTRs,3' UTRs,CG2256,CG2256
chrX,8698998,8701102,-,s33903,1,CDS,other,CG11354,Lim1
chrX,9170077,9170437,-,s33904,1,3' UTRs,CDS,CG12132,c11.1
chrX,10675499,10675797,-,s33905,1,3' UTRs,CDS,CG16944,sesB
chrX,1118128,1127966,-,s33906,1,CDS,5' UTRs,CG3638,CG3638
chrX,11795020,11795256,-,s33907,1,3' UTRs,3' UTRs,CG1559,Upf1
chrX,13603246,13603397,-,s33908,1,introns,introns,CG9941,CG9941
chrX,13604623,13605472,-,s33909,1,introns,introns,CG9941,CG9941
chrX,14582415,14582931,-,s33910,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14582900,14583510,-,s33911,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14583807,14584846,-,s33912,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14583893,14584247,-,s33913,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14696710,14696907,-,s33914,1,introns,introns,CG9533,rut
chrX,15402210,15402525,-,s33915,1,introns (AS),introns (AS),CG9210,Ac13E
chrX,15722108,15722535,-,s33916,1,3' UTRs,CDS,CG9012,Chc
chrX,16311362,16311740,-,s33917,1,3' UTRs,3' UTRs,CG9968,Anxb11
chrX,16311398,16311743,-,s33918,1,3' UTRs,3' UTRs,CG9968,Anxb11
chrX,16459396,16459673,-,s33919,1,3' UTRs,3' UTRs,CG9819,CanA-14F
chrX,16633797,16634027,-,s33920,1,introns,introns,CG9634,CG9634
chrX,17030719,17031036,-,s33921,1,3' UTRs,3' UTRs,CG8923,mei-218
chrX,17742359,17742585,-,s33922,1,3' UTRs,3' UTRs,CG15814,CG15814
chrX,180598,184629,-,s33923,1,3' UTRs,5' UTRs,CG13375,CG13375
chrX,18675777,18680753,-,s33924,1,3' UTRs,CDS,CG18259,CG18259
chrX,1938442,1938933,-,s33925,1,3' UTRs,3' UTRs,CG4325,CG4325
chrX,2165384,2165757,-,s33926,1,3' UTRs,CDS,CG2924,CG2924
chrX,2364580,2364810,-,s33927,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364821,2365047,-,s33928,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2389238,2407835,-,s33929,1,CDS,5' UTRs,CG33950,trol
chrX,2851091,2851992,-,s33930,1,CDS,CDS,CG4125,rst
chrX,6615450,6616033,-,s33931,1,3' UTRs,CDS,CG3168,CG3168
chrX,6615528,6616206,-,s33932,1,3' UTRs,CDS,CG3168,CG3168
chrX,7834921,7835223,-,s33933,1,CDS (AS),CDS (AS),CG2206,l(1)G0193
chrX,8031744,8032655,-,s33934,1,other,3' UTRs,CG2262,Smox
chrX,8033127,8033626,-,s33935,1,3' UTRs,CDS,CG2262,Smox
chrX,817323,817751,-,s33936,1,3' UTRs,3' UTRs,CG3711,CG3711
chrX,9046637,9046959,-,s33937,1,repeats (AS),other,CG8989,His3.3B
chrX,9465951,9466292,-,s33938,1,3' UTRs,3' UTRs,CG32702,CG32702
chrX,9972435,9972702,-,s33939,1,introns,CDS,CG32685,CG32685
chrX,13051627,13051886,-,s33940,1,3' UTRs,CDS,CG4303,Bap60
chrX,13159164,13162295,-,s33941,1,CDS,CDS,CG1770,HDAC4
chrX,13579822,13580108,-,s33942,1,3' UTRs,CDS,CG9940,CG9940
chrX,13707465,13707717,-,s33943,1,3' UTRs,3' UTRs,CG10997,Clic
chrX,14504469,14514921,-,s33944,1,CDS,CDS,CG18657,NetA
chrX,17992230,17992544,-,s33945,1,3' UTRs,CDS,CG7192,CG7192
chrX,2042763,2043541,-,s33946,1,3' UTRs,5' UTRs,CG3717,bcn92
chrX,20897353,20897755,-,s33947,1,3' UTRs,CDS,CG10998,r-cup
chrX,2167605,2168978,-,s33948,1,CDS,5' UTRs,CG2918,CG2918
chrX,2364580,2365103,-,s33949,1,3' UTRs,3' UTRs,CG33950,trol
chrX,3329095,3329728,-,s33950,1,3' UTRs,5' UTRs,CG14269,CG14269
chrX,4191036,4201081,-,s33951,1,other,other,CG12692,CG12692
chrX,4260403,4261999,-,s33952,1,other,CDS (AS),CG32773,CG32773
chrX,4266029,4282284,-,s33953,1,other,5' UTRs,CG32773,CG32773
chrX,5615296,5617395,-,s33954,1,3' UTRs,CDS,CG32758,CG32758
chrX,7000590,7000976,-,s33955,1,3' UTRs,3' UTRs,CG4626,fz4
chrX,7817078,7817380,-,s33956,1,other,repeats (AS),CG15329,hdm
chrX,7835693,7836904,-,s33957,1,3' UTRs,CDS,CG2206,l(1)G0193
chrX,8987871,8988251,-,s33958,1,3' UTRs,3' UTRs,CG7766,CG7766
chrX,996381,996680,-,s33959,1,5' UTRs,introns,CG3655,CG3655
chrX,10444456,10449562,-,s33960,1,introns,introns,CG15296,CG15296
chrX,10637837,10681367,-,s33961,1,CDS,other,CG32676,CG32676
chrX,10689356,10689988,-,s33962,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,11212576,11212770,-,s33963,1,repeats,repeats,CG1641,sisA
chrX,11798662,11799012,-,s33964,1,CDS,5' UTRs,CG1559,Upf1
chrX,14584588,14585039,-,s33965,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,1478175,1498821,-,s33966,1,5' UTRs,5' UTRs,CG14796,Mur2B
chrX,21256823,21257206,-,s33967,1,3' UTRs,CDS,CG1666,Hlc
chrX,21495869,21496146,-,s33968,1,3' UTRs,3' UTRs,CG32500,CG32500
chrX,2385353,2392664,-,s33969,1,CDS,CDS,CG33950,trol
chrX,2390495,2393711,-,s33970,1,CDS,CDS,CG33950,trol
chrX,410118,410339,-,s33971,1,3' UTRs,3' UTRs,CG4262,elav
chrX,522411,522642,-,s33972,1,3' UTRs,CDS,CG7622,RpL36
chrX,5308149,5308323,-,s33973,1,3' UTRs,3' UTRs,FBgn0029764,yu-RA
chrX,8032159,8032384,-,s33974,1,other,other,CG2262,Smox
chrX,9012163,9013776,-,s33975,1,other,other,CG12664,fend
chrX,969489,969942,-,s33976,1,3' UTRs,CDS,CG3655,CG3655
chrX,10684797,10684898,-,s33977,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,10688252,10689214,-,s33978,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,1112318,1112632,-,s33979,1,3' UTRs,3' UTRs,CG3638,CG3638
chrX,1145206,1154036,-,s33980,1,CDS,5' UTRs,CG11405,A3-3
chrX,11772141,11772393,-,s33981,1,3' UTRs,3' UTRs,CG10353,CG10353
chrX,15600149,15600727,-,s33982,1,3' UTRs,3' UTRs,CG9281,CG9281
chrX,15749080,15749531,-,s33983,1,3' UTRs,CDS,CG9045,Myb
chrX,15749080,15751578,-,s33984,1,3' UTRs,5' UTRs,CG9045,Myb
chrX,18029263,18030763,-,s33985,1,CDS,5' UTRs,CG5659,ari-1
chrX,18302552,18302892,-,s33986,1,CDS,5' UTRs,CG32549,CG32549
chrX,19464257,19464863,-,s33987,1,other,3' UTRs,CG14217,Tao-1
chrX,20921250,20921573,-,s33988,1,3' UTRs,CDS,CG1518,CG1518
chrX,21596817,21600225,-,s33989,1,repeats,repeats,CG17686,DIP1
chrX,22229184,22231113,-,s33990,1,CDS,5' UTRs,CG9559,fog
chrX,2364659,2365047,-,s33991,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2376031,2376669,-,s33992,1,CDS,CDS,CG33950,trol
chrX,2386380,2438795,-,s33993,1,CDS,5' UTRs,CG33950,trol
chrX,2629430,2629801,-,s33994,1,CDS,CDS,CG2714,crm
chrX,2864061,2864098,-,s33995,1,introns,introns,CG4125,rst
chrX,5306730,5307090,-,s33996,1,3' UTRs,3' UTRs,CG3252,NAAT1
chrX,695075,695610,-,s33997,1,5' UTRs,other,CG7413,Rbf
chrX,8767358,8767749,-,s33998,1,3' UTRs,3' UTRs,CG10701,Moe
chrX,8767521,8767893,-,s33999,1,3' UTRs,3' UTRs,CG10701,Moe
chrX,10242705,10250651,-,s34000,1,other,other,CG2221,l(1)G0289
chrX,10676499,10680930,-,s34001,1,CDS,5' UTRs,CG16944,sesB
chrX,10685129,10685520,-,s34002,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,1112775,1112912,-,s34003,1,3' UTRs,3' UTRs,CG3638,CG3638
chrX,1223769,1226310,-,s34004,1,3' UTRs,CDS,CG11409,CG11409
chrX,12278812,12278976,-,s34005,1,repeats,repeats,CG15732,Ir11a
chrX,12635483,12661385,-,s34006,1,5' UTRs,CDS (AS),CG4013,Smr
chrX,13795517,13809382,-,s34007,1,CDS,5' UTRs,FBgn0085375,mamo-RD
chrX,14582982,14583377,-,s34008,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,16851245,16851422,-,s34009,1,3' UTRs,3' UTRs,CG9086,CG9086
chrX,17037701,17041052,-,s34010,1,3' UTRs,CDS,CG8922,RpS5a
chrX,17688141,17688638,-,s34011,1,repeats (AS),repeats (AS),CG12986,CG12986
chrX,17716314,17719923,-,s34012,1,3' UTRs,5' UTRs,CG8146,Socs16D
chrX,19545590,19545912,-,s34013,1,5' UTRs,5' UTRs,CG12234,Ranbp21
chrX,20119909,20120350,-,s34014,1,3' UTRs,CDS,CG17068,CG17068
chrX,20921226,20922569,-,s34015,1,3' UTRs,CDS,CG1518,CG1518
chrX,22255166,22255279,-,s34016,1,introns,introns,CG9559,fog
chrX,2364608,2365008,-,s34017,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364608,2365047,-,s34018,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364720,2365145,-,s34019,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364840,2365130,-,s34020,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2388438,2390066,-,s34021,1,CDS,CDS,CG33950,trol
chrX,3076625,3076793,-,s34022,1,repeats (AS),repeats (AS),CG4015,Fcp3C
chrX,4809398,4809483,-,s34023,1,3' UTRs,CDS,CG4041,CG4041
chrX,5617360,5631749,-,s34024,1,CDS,5' UTRs,CG32758,CG32758
chrX,7819060,7820454,-,s34025,1,3' UTRs,3' UTRs,CG10777,CG10777
chrX,8500104,8500316,-,s34026,1,CDS,5' UTRs,CG12109,Caf1-180
chrX,10357492,10358064,-,s34027,1,other,3' UTRs,CG17255,nocte
chrX,10687112,10687304,-,s34028,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,11842662,11858802,-,s34029,1,CDS,CDS,CG43368,CG15928
chrX,13229973,13230207,-,s34030,1,3' UTRs,CDS,CG2033,RpS15Aa
chrX,1375833,1376264,-,s34031,1,3' UTRs,CDS,CG14792,sta
chrX,13761752,13762163,-,s34032,1,3' UTRs,3' UTRs,FBgn0085375,mamo-RD
chrX,14580928,14581273,-,s34033,1,other,other,CG10521,NetB
chrX,14681981,14694918,-,s34034,1,3' UTRs,CDS,CG9538,Ag5r
chrX,15600772,15600909,-,s34035,1,3' UTRs,3' UTRs,CG9281,CG9281
chrX,15737340,15786033,-,s34036,1,CDS,other,CG9020,Aats-arg
chrX,16519179,16519454,-,s34037,1,3' UTRs,3' UTRs,CG9774,rok
chrX,17089810,17090390,-,s34038,1,repeats,repeats,CG8918,CG8918
chrX,17973236,17973448,-,s34039,1,3' UTRs,3' UTRs,CG7536,CG7536
chrX,17979232,17979433,-,s34040,1,5' UTRs,5' UTRs,CG7536,CG7536
chrX,18530648,18530906,-,s34041,1,3' UTRs,3' UTRs,CG6606,Rip11
chrX,1924606,1929148,-,s34042,1,CDS,5' UTRs,CG4376,Actn
chrX,1924632,1929209,-,s34043,1,CDS,5' UTRs,CG4376,Actn
chrX,19535513,19535702,-,s34044,1,3' UTRs,3' UTRs,CG12237,CG12237
chrX,1956624,1957539,-,s34045,1,3' UTRs,CDS,CG4281,CG4281
chrX,19724362,19724636,-,s34046,1,other,other,CG11940,pico
chrX,19725370,19725668,-,s34047,1,other,3' UTRs,CG11940,pico
chrX,20062161,20062736,-,s34048,1,3' UTRs,CDS,CG9581,CG9581
chrX,20921246,20921474,-,s34049,1,3' UTRs,CDS,CG1518,CG1518
chrX,21595395,21595606,-,s34050,1,repeats,repeats,CG17686,DIP1
chrX,21598228,21598463,-,s34051,1,repeats,repeats,CG17686,DIP1
chrX,21608060,21608301,-,s34052,1,repeats,repeats,CG17686,DIP1
chrX,2364727,2364930,-,s34053,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2588963,2591460,-,s34054,1,3' UTRs,CDS,CG2658,CG2658
chrX,380842,381531,-,s34055,1,CDS,5' UTRs,CG18273,CG18273
chrX,3826227,3826579,-,s34056,1,3' UTRs,3' UTRs,CG2938,CG2938
chrX,4995275,4995565,-,s34057,1,repeats,repeats,CG32767,CG32767
chrX,5308972,5309481,-,s34058,1,3' UTRs,CDS,FBgn0029764,yu-RA
chrX,5614792,5614964,-,s34059,1,3' UTRs,3' UTRs,CG32758,CG32758
chrX,6615516,6615710,-,s34060,1,3' UTRs,CDS,CG3168,CG3168
chrX,7207065,7207335,-,s34061,1,introns,introns,CG1643,Atg5
chrX,7798872,7799176,-,s34062,1,3' UTRs,3' UTRs,CG10946,dpr14
chrX,8031866,8032338,-,s34063,1,other,other,CG2262,Smox
chrX,9230959,9232657,-,s34064,1,CDS,CDS,CG34449,CG34449
chrX,9498747,9498986,-,s34065,1,3' UTRs,CDS,CG3004,CG3004
chrX,9523430,9525128,-,s34066,1,CDS,5' UTRs,CG32697,l(1)G0232
chrX,10356600,10356802,-,s34067,1,other,other,CG17255,nocte
chrX,10685810,10686880,-,s34068,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,11772710,11773021,-,s34069,1,3' UTRs,CDS,CG10353,CG10353
chrX,11918172,11918933,-,s34070,1,3' UTRs,CDS,CG1490,Usp7
chrX,12580785,12581029,-,s34071,1,3' UTRs,repeats,CG4013,Smr
chrX,1258794,1259455,-,s34072,1,repeats,repeats,CG11420,png
chrX,14580683,14581623,-,s34073,1,other,other,CG10521,NetB
chrX,14582393,14583473,-,s34074,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14583060,14583516,-,s34075,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,14583433,14584752,-,s34076,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,15484615,15487110,-,s34077,1,CDS,other,CG9220,CG9220
chrX,17090077,17090703,-,s34078,1,repeats,repeats,CG8918,CG8918
chrX,17533966,17534430,-,s34079,1,3' UTRs,3' UTRs,CG32555,RhoGAPp190
chrX,1797075,1797376,-,s34080,1,other,other,CG32801,CG32801
chrX,17973263,17973424,-,s34081,1,3' UTRs,3' UTRs,CG7536,CG7536
chrX,18527230,18527590,-,s34082,1,introns,introns,CG6606,Rip11
chrX,20921078,20921248,-,s34083,1,3' UTRs,3' UTRs,CG1518,CG1518
chrX,20921246,20921486,-,s34084,1,3' UTRs,CDS,CG1518,CG1518
chrX,21598135,21598378,-,s34085,1,repeats,repeats,CG17686,DIP1
chrX,21598376,21598702,-,s34086,1,repeats,repeats,CG17686,DIP1
chrX,21853687,21854160,-,s34087,1,3' UTRs,3' UTRs,CG14614,CG14614
chrX,21853762,21853940,-,s34088,1,3' UTRs,3' UTRs,CG14614,CG14614
chrX,2364825,2365125,-,s34089,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2618420,2618645,-,s34090,1,introns (AS),CDS (AS),CG2701,CG2701
chrX,510026,511070,-,s34091,1,introns,introns,CG13366,CG13366
chrX,5654671,5654706,-,s34092,1,3' UTRs,3' UTRs,CG3086,MAPk-Ak2
chrX,5771183,5771570,-,s34093,1,3' UTRs,CDS,CG3016,CG3016
chrX,6265236,6265694,-,s34094,1,3' UTRs,3' UTRs,CG12217,PpV
chrX,656652,657015,-,s34095,1,3' UTRs,CDS,CG7434,RpL22
chrX,6614927,6615391,-,s34096,1,3' UTRs,3' UTRs,CG3168,CG3168
chrX,6867975,6868321,-,s34097,1,other,3' UTRs,CG3039,ogre
chrX,7988930,7989271,-,s34098,1,other,other,CG2258,CG2258
chrX,8032521,8032780,-,s34099,1,3' UTRs,3' UTRs,CG2262,Smox
chrX,8135590,8136150,-,s34100,1,3' UTRs,CDS,CG10964,sni
chrX,9220179,9220615,-,s34101,1,other,other,CG34449,CG34449
chrX,10362607,10366176,-,s34102,1,CDS,5' UTRs,CG17255,nocte
chrX,10688386,10689214,-,s34103,1,3' UTRs,3' UTRs,CG1691,Imp
chrX,10768104,10768349,-,s34104,1,3' UTRs,3' UTRs,CG1637,CG1637
chrX,1118141,1127966,-,s34105,1,CDS,5' UTRs,CG3638,CG3638
chrX,11702673,11703369,-,s34106,1,other,repeats (AS),CG1578,CG1578
chrX,11777135,11777654,-,s34107,1,CDS,5' UTRs,CG10353,CG10353
chrX,12276234,12276479,-,s34108,1,repeats,repeats,CG15732,Ir11a
chrX,14583867,14584479,-,s34109,1,3' UTRs,3' UTRs,CG10521,NetB
chrX,15341085,15341469,-,s34110,1,3' UTRs,CDS,CG9195,Scamp
chrX,15363786,15364541,-,s34111,1,CDS,5' UTRs,CG9201,Grip128
chrX,16216871,16217060,-,s34112,1,CDS,5' UTRs,CG9917,CG9917
chrX,1798392,1798691,-,s34113,1,3' UTRs,CDS,CG32801,CG32801
chrX,1949857,1950446,-,s34114,1,3' UTRs,CDS,CG4290,CG4290
chrX,19521329,19521803,-,s34115,1,other,other,CG12238,e(y)3
chrX,19726093,19726304,-,s34116,1,3' UTRs,3' UTRs,CG11940,pico
chrX,19726213,19726535,-,s34117,1,3' UTRs,3' UTRs,CG11940,pico
chrX,20341228,20341411,-,s34118,1,3' UTRs,3' UTRs,CG1412,RhoGAP19D
chrX,2108865,2114557,-,s34119,1,3' UTRs,5' UTRs,CG3299,Vinc
chrX,21189008,21189242,-,s34120,1,3' UTRs,CDS,CG33713,CG33713
chrX,22102706,22103127,-,s34121,1,repeats,repeats,CG32499,Cda4
chrX,2364568,2364789,-,s34122,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364608,2364856,-,s34123,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364720,2365103,-,s34124,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364720,2365130,-,s34125,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364825,2365145,-,s34126,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364832,2365047,-,s34127,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2415568,2438718,-,s34128,1,CDS,5' UTRs,CG33950,trol
chrX,2417753,2438667,-,s34129,1,CDS,5' UTRs,CG33950,trol
chrX,3439793,3440104,-,s34130,1,other,other,CG32791,CG32791
chrX,3850083,3850999,-,s34131,1,repeats,CDS,CG6450,lva
chrX,5633015,5633380,-,s34132,1,3' UTRs,3' UTRs,CG32758,CG32758
chrX,5977615,5978347,-,s34133,1,3' UTRs,CDS,CG4317,Mipp2
chrX,703458,703663,-,s34134,1,3' UTRs,3' UTRs,FBgn0259100,CG42248-RF
chrX,7183155,7183247,-,s34135,1,3' UTRs,CDS,CG1659,unc-119
chrX,7817550,7817859,-,s34136,1,other,other,CG15329,hdm
chrX,9563556,9564390,-,s34137,1,3' UTRs,CDS,FBgn0015624,nej-RB
chrX,968556,968814,-,s34138,1,3' UTRs,3' UTRs,CG3655,CG3655
chrX,1118025,1128074,-,s34139,1,CDS,5' UTRs,CG3638,CG3638
chrX,11772738,11774538,-,s34140,1,3' UTRs,CDS,CG10353,CG10353
chrX,11843086,11844190,-,s34141,1,CDS,CDS,CG43368,CG15928
chrX,12278765,12279492,-,s34142,1,repeats,repeats,CG15732,Ir11a
chrX,1244802,1245045,-,s34143,1,3' UTRs,CDS,CG12773,CG12773
chrX,15226651,15227036,-,s34144,1,CDS,5' UTRs,CG9114,CG9114
chrX,15600434,15600807,-,s34145,1,3' UTRs,3' UTRs,CG9281,CG9281
chrX,15744683,15746347,-,s34146,1,CDS,5' UTRs,CG9038,UBL3
chrX,16311394,16311634,-,s34147,1,3' UTRs,3' UTRs,CG9968,Anxb11
chrX,17369252,17369892,-,s34148,1,introns,introns,FBgn0030842,CG8557-RB
chrX,17687368,17687704,-,s34149,1,repeats (AS),repeats (AS),CG12986,CG12986
chrX,1801307,1801725,-,s34150,1,CDS,5' UTRs,CG3810,Edem1
chrX,18390207,18390480,-,s34151,1,3' UTRs,CDS,CG6394,GalNAc-T2
chrX,19146647,19147087,-,s34152,1,3' UTRs,CDS,CG8002,rictor
chrX,19176377,19176456,-,s34153,1,other,other,CG8034,CG8034
chrX,19176432,19176663,-,s34154,1,other,3' UTRs,CG8034,CG8034
chrX,19176680,19178851,-,s34155,1,3' UTRs,5' UTRs,CG8034,CG8034
chrX,19725370,19725614,-,s34156,1,other,other,CG11940,pico
chrX,22375355,22375533,-,s34157,1,repeats,repeats,CG12473,stnB
chrX,2364580,2364883,-,s34158,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2364714,2365100,-,s34159,1,3' UTRs,3' UTRs,CG33950,trol
chrX,2503337,2504122,-,s34160,1,3' UTRs,CDS,CG13761,Bzd
chrX,2804764,2851992,-,s34161,1,other,CDS,CG14424,CG14424
chrX,5633833,5634494,-,s34162,1,3' UTRs,CDS,CG32758,CG32758
chrX,6359754,6360504,-,s34163,1,3' UTRs,3' UTRs,CG42340,CG42340
chrX,7579348,7579520,-,s34164,1,3' UTRs,3' UTRs,CG12690,CHES-1-like
chrX,7816814,7817627,-,s34165,1,other,other,CG15329,hdm
chrX,7851009,7851229,-,s34166,1,3' UTRs,3' UTRs,CG2212,sws
chrX,7861535,7861702,-,s34167,1,CDS,5' UTRs,CG2212,sws
chrX,7982317,7982659,-,s34168,1,3' UTRs,3' UTRs,CG2256,CG2256
chrX,8031960,8032146,-,s34169,1,other,other,CG2262,Smox
chrX,1138161,1138380,-,s34170,1,3' UTRs,3' UTRs,CG11405,A3-3
chrX,11696289,11696489,-,s34171,1,3' UTRs,3' UTRs,CG4147,Hsc70-3
chrX,13777270,13809382,-,s34172,1,CDS,5' UTRs,FBgn0085375,mamo-RD
chrX,15989611,15992217,-,s34173,1,CDS,5' UTRs,CG42354,CG42354
chrX,15992190,15992624,-,s34174,1,5' UTRs,5' UTRs,CG42353,NA
chrX,1785848,1787532,-,s34175,1,3' UTRs,CDS,CG11579,arm
chrX,19019442,19019605,-,s34176,1,3' UTRs,CDS,CG7440,tgy
chrX,19148637,19149554,-,s34177,1,CDS,CDS,CG8002,rictor
chrX,19634698,19634915,-,s34178,1,3' UTRs,3' UTRs,CG14235,CG14235
chrX,2096094,2096239,-,s34179,1,CDS,CDS,CG18031,CG18031
chrX,385083,385932,-,s34180,1,3' UTRs,CDS,CG17896,CG17896
chrX,7861474,7930835,-,s34181,1,CDS,CDS,CG2212,sws
chrX,8822111,8822212,-,s34182,1,repeats (AS),repeats (AS),CG12661,CG12661
chrX,10675475,10675628,-,s34183,1,3' UTRs,3' UTRs,CG16944,sesB
chrX,14795751,14795919,-,s34184,1,introns (AS),introns (AS),CG9512,CG9512
